,en,ko,type
2259,knife,칼,noun
2260,resolve,해결하다,verb
2261,racial,인종,adj
2262,phase,단계,noun
2263,present,현재,noun
2264,joke,농담,noun
2265,coat,코트,noun
2266,Mexican,멕시코 인,adj
2267,symptom,징후,noun
2268,contact,연락하다,verb
2269,manufacturer,제조업체,noun
2270,philosophy,철학,noun
2271,potato,감자,noun
2272,interview,회견,verb
2273,foundation,기초,noun
2274,quote,인용하다,verb
2275,online,온라인,adj
2276,pass,통과하다,noun
2277,negotiation,협상,noun
2278,good,좋은,noun
2279,urge,충고하다,verb
2280,occasion,기회,noun
2281,dust,먼지,noun
2282,breathe,숨 쉬다,verb
2283,elect,선택된,verb
2284,investigator,조사자,noun
2285,jacket,재킷,noun
2286,glad,기쁜,adj
2287,ordinary,평범한,adj
2288,reduction,절감,noun
2289,rarely,드물게,adv
2290,shift,옮기다,noun
2291,pack,팩,verb
2292,suicide,자살,noun
2293,numerous,많은,adj
2294,touch,접촉,noun
2295,substance,물질,noun
2296,discipline,규율,noun
2297,elsewhere,다른 곳,adv
2298,iron,철,noun
2299,practical,현실적인,adj
2300,moreover,게다가,adv
2301,passion,열정,noun
2302,volunteer,자원 봉사자,noun
2303,implement,구현하다,verb
2304,essentially,본질적으로,adv
2305,gene,유전자,noun
2306,enforcement,시행,noun
2307,vs,vs,prep
2308,sauce,소스,noun
2309,independence,독립,noun
2310,marketing,마케팅,noun
2311,priest,성직자,noun
2312,amazing,놀라운,adj
2313,intense,극심한,adj
2314,advance,전진,noun
2315,employer,고용주,noun
2316,shock,충격,noun
2317,inspire,고무하다,verb
2318,adjust,조정하다,verb
2319,retire,은퇴하십시오,verb
2320,sure,확실한,adv
2321,visible,보이는,adj
2322,kiss,키스,verb
2323,illness,질병,noun
2324,cap,캡,noun
2325,habit,습관,noun
2326,competitive,경쟁력 있는,adj
2327,juice,주스,noun
2328,congressional,의회,adj
2329,involvement,참여,noun
2330,dominate,억누르다,verb
2331,previously,이전에,adv
2332,whenever,언제든지,adv
2333,transfer,옮기다,verb
2334,analyze,분석,verb
2335,another,또 다른,pron
2336,attach,붙이다,verb
2337,for,~을 위한,conj
2338,Indian,인도 사람,noun
2339,disaster,재해,noun
2340,parking,주차,noun
2341,prospect,전망,noun
2342,boss,사장,noun
2343,complaint,불평,noun
2344,championship,선수권 대회,noun
2345,coach,코치,verb
2346,exercise,연습,verb
2347,fundamental,근본적인,adj
2348,severe,중증,adj
2349,enhance,향상시키다,verb
2350,mystery,신비,noun
2351,impose,부과하다,verb
2352,poverty,빈곤,noun
2353,other,다른,prep
2354,entry,기입,noun
2355,fat,지방,adj
2356,spending,지출,noun
2357,king,왕,noun
2358,evaluate,평가하다,verb
2359,symbol,상징,noun
2360,still,아직,adj
2361,trade,거래,verb
2362,maker,만드는 사람,noun
2363,mood,분위기,noun
2364,accomplish,성취하다,verb
2365,emphasis,중요성,noun
2366,illustrate,설명,verb
2367,boot,신병,noun
2368,monitor,감시 장치,verb
2369,Asian,아시아 사람,adj
2370,entertainment,오락,noun
2371,bean,콩,noun
2372,evaluation,평가,noun
2373,creature,생물,noun
2374,commander,사령관,noun
2375,digital,디지털,adj
2376,arrangement,준비,noun
2377,concentrate,집중하다,verb
2378,total,총,noun
2379,usual,보통의,adj
2380,anger,화,noun
2381,psychological,심리적,adj
2382,heavily,무겁게,adv
2383,peak,정점,noun
2384,approximately,약,adv
2385,increasing,증가,adj
2386,disorder,무질서,noun
2387,missile,미사일,noun
2388,equally,같이,adv
2389,vary,달라지다,verb
2390,wire,철사,noun
2391,round,둥근,noun
2392,distribution,분포,noun
2393,transportation,교통,noun
2394,holy,거룩한,adj
2395,ring,반지,verb
2396,twin,쌍,noun
2397,command,명령,noun
2398,commission,수수료,noun
2399,interpretation,해석,noun
2400,breakfast,아침밥,noun
2401,stop,멈추다,noun
2402,strongly,강하게,adv
2403,engineering,공학,noun
2404,luck,운,noun
2405,so-called,소위,adj
2406,constant,끊임없는,adj
2407,race,경주,verb
2408,clinic,진료소,noun
2409,veteran,재향 군인,noun
2410,smell,냄새,verb
2411,tablespoon,큰 스푼,noun
2412,capable,유능한,adj
2413,nervous,불안한,adj
2414,tourist,관광객,noun
2415,light,빛,verb
2416,toss,던져 올림,verb
2417,crucial,중대한,adj
2418,bury,묻다 ,verb
2419,pray,기도하다,verb
2420,tomato,토마토,noun
2421,exception,예외,noun
2422,butter,버터,noun
2423,deficit,적자,noun
2424,bathroom,화장실,noun
2425,objective,목적,noun
2426,block,차단하다,verb
2427,electronic,전자,adj
2428,ally,동맹국,noun
2429,journey,여행,noun
2430,reputation,평판,noun
2431,mixture,혼합물,noun
2432,surely,확실히,adv
2433,tower,탑,noun
2434,smoke,연기,noun
2435,confront,대립합니다,verb
2436,pure,순수한,adj
2437,glance,섬광,verb
2438,dimension,치수,noun
2439,toy,장난감,noun
2440,prisoner,죄인,noun
2441,fellow,사람,adj
2442,smooth,매끄러운,adj
2443,nearby,가까운,adj
2444,peer,또래,noun
2445,designer,디자이너,noun
2446,personnel,인원,noun
2447,shape,모양,verb
2448,educator,교육자,noun
2449,relative,상대적인,noun
2450,immigration,이민,noun
2451,belt,벨트,noun
2452,teaspoon,티스푼,noun
2453,birthday,생신,noun
2454,implication,함축,noun
2455,perfectly,아주,adv
2456,coast,해안,noun
2457,supporter,서포터,noun
2458,accompany,동반하다,verb
2459,silver,은,noun
2460,teenager,십대,noun
2461,recognition,인식,noun
2462,retirement,퇴직,noun
2463,flag,깃발,noun
2464,recovery,회복,noun
2465,whisper,속삭임,verb
2466,watch,보다,noun
2467,gentleman,신사,noun
2468,corn,옥수수,noun
2469,moon,달,noun
2470,inner,안의,adj
2471,junior,후진,adj
2472,rather,꽤,conj
2473,throat,목,noun
2474,salary,샐러리,noun
2475,swing,그네,verb
2476,observer,관찰자,noun
2477,due,~로 인한,adj
2478,straight,똑바로,adj
2479,publication,출판,noun
2480,pretty,예쁜,adj
2481,crop,수확고,noun
2482,dig,파기,verb
2483,strike,스트라이크,noun
2484,permanent,영구적 인,adj
2485,plant,공장,verb
2486,phenomenon,현상,noun
2487,anxiety,불안,noun
2488,unlike,같지 않은,prep
2489,wet,젖은,adj
2490,literally,문자 그대로,adv
2491,resist,저항하다,verb
2492,convention,협약,noun
2493,embrace,포옹하다,verb
2494,supply,공급,verb
2495,assist,돕다,verb
2496,exhibition,전시회,noun
2497,construct,건설하다,verb
2498,viewer,뷰어,noun
2499,pan,팬,noun
2500,consultant,컨설턴트,noun
2501,soon,곧,conj
2502,line,선,verb
2503,administrator,관리자,noun
2504,date,데이트,verb
2505,occasionally,가끔,adv
2506,mayor,시장,noun
2507,consideration,고려 사항,noun
2508,CEO,최고 경영자,noun
2509,secure,안전한,verb
2510,pink,분홍색,adj
2511,smoke,연기,verb
2512,estimate,추정,noun
2513,buck,책임,noun
2514,historic,역사적인,adj
2515,poem,시,noun
2516,grandmother,할머니,noun
2517,bind,묶다,verb
2518,fifth,다섯 번째,m
2519,constantly,지속적으로,adv
2520,enterprise,기업,noun
2521,favor,호의,verb
2522,testing,테스트,noun
2523,stomach,위,noun
2524,apparent,명백한,adj
2525,weigh,달다,verb
2526,install,설치,verb
2527,sensitive,예민한,adj
2528,suggestion,제안,noun
2529,mail,우편,noun
2530,recipe,레시피,noun
2531,reasonable,합리적인,adj
2532,preparation,준비,noun
2533,wooden,활기 없는,adj
2534,elementary,초등,adj
2535,concert,콘서트,noun
2536,aggressive,적극적인,adj
2537,FALSE,거짓,adj
2538,intention,의도,noun
2539,channel,채널,noun
2540,extreme,극심한,adj
2541,tube,튜브,noun
2542,drawing,그림,noun
2543,protein,단백질,noun
2544,quit,그만두다,verb
2545,absence,결석,noun
2546,roll,롤,noun
2547,Latin,라틴어,adj
2548,rapidly,급속히,adv
2549,jail,교도소,noun
2550,comment,논평,verb
2551,diversity,다양성,noun
2552,honest,솔직한,adj
2553,Palestinian,팔레스타인 사람,adj
2554,pace,속도,noun
2555,employment,고용,noun
2556,speaker,스피커,noun
2557,impression,인상,noun
2558,essay,수필,noun
2559,respondent,응답자,noun
2560,giant,거대한,adj
2561,cake,케이크,noun
2562,historian,역사가,noun
2563,negotiate,협상,verb
2564,restore,복원하다,verb
2565,substantial,상당한,adj
2566,pop,팝,verb
2567,particular,특정한,adv
2568,specialist,전문가,noun
2569,origin,기원,noun
2570,approval,승인,noun
2571,mine,나의 것,noun
2572,quietly,조용히,adv
2573,advise,권하다,verb
2574,conventional,전통적인,adj
2575,drop,하락,noun
2576,count,세다,noun
2577,depth,깊이,noun
2578,wealth,재산,noun
2579,disability,무능,noun
2580,shell,껍데기,noun
2581,general,일반,adv
2582,criticize,흠잡다,verb
2583,fast,빠른,adj
2584,professional,직업적인,noun
2585,effectively,효과적으로,adv
2586,biological,생물학적,adj
2587,pack,팩,noun
2588,onion,양파,noun
2589,deputy,대리인,noun
2590,flat,평평한,adj
2591,brand,상표,noun
2592,assure,보증,verb
2593,mad,미친,adj
2594,award,상,noun
2595,criteria,기준,noun
2596,dealer,상인,noun
2597,via,~을 통해,prep
2598,alternative,대안,adj
2599,utility,공익사업,noun
2600,precisely,정확하게,adv
2601,arise,생기다,verb
2602,armed,무장,adj
2603,nevertheless,그럼에도 불구하고,adv
2604,highway,고속도로,noun
2605,clinical,객관적인,adj
2606,routine,루틴,noun
2607,schedule,일정,verb
2608,wage,값,noun
2609,normally,보통,adv
2610,phrase,구절,noun
2611,ingredient,재료,noun
2612,stake,말뚝,noun
2613,Muslim,이슬람교도,adj
2614,dream,꿈,verb
2615,fiber,섬유,noun
2616,activist,활동가,noun
2617,Islamic,이슬람,adj
2618,snap,스냅,verb
2619,terrorism,테러,noun
2620,refugee,난민,noun
2621,incorporate,포함하다,verb
2622,hip,잘 알고 있기,noun
2623,ultimate,궁극적인,adj
2624,switch,스위치,verb
2625,corporation,법인,noun
2626,valuable,귀중한,adj
2627,assumption,추정,noun
2628,gear,기어,noun
2629,graduate,졸업하다,verb
2630,barrier,장벽,noun
2631,minor,미성년자,adj
2632,provision,공급,noun
2633,killer,살인자,noun
2634,assign,양수인,verb
2635,gang,한 떼,noun
2636,developing,개발 중,adj
2637,classic,권위 있는,adj
2638,chemical,화학적인,noun
2639,wave,파도,verb
2640,label,상표,noun
2641,teen,비탄,noun
2642,index,인덱스,noun
2643,vacation,휴가,noun
2644,advocate,지지하다,noun
2645,draft,초안,noun
2646,extraordinary,기이한,adj
2647,heaven,천국,noun
2648,rough,거친,adj
2649,yell,소리치다,verb
2650,pregnant,임신한,adj
2651,distant,먼,adj
2652,drama,드라마,noun
2653,satellite,위성,noun
2654,personally,몸소,adv
2655,wonder,궁금하다,noun
2656,clock,시계,noun
2657,chocolate,초콜릿,noun
2658,Italian,이탈리아 사람,adj
2659,Canadian,캐나다 사람,adj
2660,ceiling,천장,noun
2661,sweep,스위프,verb
2662,advertising,광고하는,noun
2663,universal,만능인,adj
2664,spin,회전,verb
2665,house,집,verb
2666,button,단추,noun
2667,bell,벨,noun
2668,rank,계급,noun
2669,darkness,어둠,noun
2670,ahead,앞으로,prep
2671,clothing,의류,noun
2672,super,감독자,adj
2673,yield,생산하다,verb
2674,fence,울타리,noun
2675,portrait,초상화,noun
2676,paint,페인트,noun
2677,survival,활착,noun
2678,roughly,대충,adv
2679,lawsuit,소송,noun
2680,bottom,맨 아래,adj
2681,testimony,고백,noun
2682,bunch,다발,noun
2683,beat,이기다,noun
2684,wind,바람,verb
2685,found,설립하다,verb
2686,burden,부담,noun
2687,react,반응,verb
2688,chamber,방,noun
2689,furniture,가구,noun
2690,cooperation,협력,noun
2691,string,끈,noun
2692,ceremony,의식,noun
2693,communicate,의사소통하다,verb
2694,taste,맛,verb
2695,cheek,볼,noun
2696,lost,잃어버린,adj
2697,profile,프로필,noun
2698,mechanism,기구,noun
2699,disagree,동의하지 않는다,verb
2700,like,처럼,adv
2701,penalty,패널티,noun
2702,match,성냥,noun
2703,ie,즉,adv
2704,advance,전진,verb
2705,resort,의지,noun
2706,destruction,파괴,noun
2707,bear,곰,noun
2708,unlikely,~할 것 같지 않은,adj
2709,tissue,조직,noun
2710,constitutional,헌법,adj
2711,pant,바지,noun
2712,stranger,낯선 사람,noun
2713,infection,전염병,noun
2714,cabinet,내각,noun
2715,broken,고장난,adj
2716,apple,사과,noun
2717,electric,전기 같은,adj
2718,proceed,진행하다,verb
2719,track,길,verb
2720,bet,내기,verb
2721,literary,문호,adj
2722,virus,바이러스,noun
2723,stupid,멍청한,adj
2724,dispute,논쟁,noun
2725,fortune,행운,noun
2726,strategic,전략적,adj
2727,assistant,어시스턴트,noun
2728,overcome,극복하다,verb
2729,remarkable,놀랄 만한,adj
2730,occupy,점령,verb
2731,statistics,통계,noun
2732,shopping,쇼핑,noun
2733,cousin,사촌,noun
2734,encounter,맞닥뜨리다,verb
2735,wipe,닦음,verb
2736,initially,처음에,adv
2737,blind,눈이 먼,adj
2738,white,하얀,noun
2739,port,포트,noun
2740,honor,명예,verb
2741,electricity,전기,noun
2742,genetic,유전 적,adj
2743,adviser,고문,noun
2744,pay,지불,noun
2745,spokesman,대변인,noun
2746,retain,유지하다,verb
2747,latter,후자,det
2748,incentive,자극,noun
2749,slave,노예,noun
2750,chemical,화학적인,adj
2751,translate,번역하다,verb
2752,accurate,정확한,adj
2753,whereas,반면,conj
2754,terror,공포,noun
2755,though,그렇지만,adv
2756,expansion,확장,noun
2757,elite,엘리트,noun
2758,Olympic,올림피아 경기,adj
2759,dirt,흙,noun
2760,odd,이상한,adj
2761,rice,쌀,noun
2762,bullet,총알,noun
2763,tight,단단한,adj
2764,Bible,성경,noun
2765,chart,차트,noun
2766,solar,태양,adj
2767,decline,감소,noun
2768,conservative,보수적인,noun
2769,process,프로세스,verb
2770,square,정사각형,adj
2771,stick,막대,noun
2772,concentration,집중,noun
2773,complicated,복잡한,adj
2774,gently,부드럽게,adv
2775,champion,챔피언,noun
2776,scenario,대본,noun
2777,telescope,망원경,noun
2778,reflection,반사,noun
2779,revolution,혁명,noun
2780,strip,조각,noun
2781,interpret,해석하다,verb
2782,friendly,친숙한,adj
2783,tournament,토너먼트,noun
2784,fiction,소설,noun
2785,detect,감지하다,verb
2786,balance,균형,verb
2787,likely,~할 것 같은,adv
2788,tremendous,엄청난,adj
2789,lifetime,일생,noun
2790,recommendation,추천,noun
2791,flow,흐름,verb
2792,senator,평의원,noun
2793,market,시장,verb
2794,hunting,수렵,noun
2795,salad,샐러드,noun
2796,guarantee,보장하다,verb
2797,innocent,순결한,adj
2798,boundary,경계,noun
2799,pause,정지시키다,verb
2800,remote,원격,adj
2801,satisfaction,만족,noun
2802,journal,신문,noun
2803,bench,벤치,noun
2804,lover,애인,noun
2805,raw,날것의,adj
2806,awareness,의식,noun
2807,surprising,놀라운,adj
2808,withdraw,철회하다,verb
2809,general,일반,noun
2810,deck,갑판,noun
2811,similarly,비슷하게,adv
2812,newly,새로운,adv
2813,pole,폴,noun
2814,testify,증언합니다,verb
2815,mode,방법,noun
2816,dialogue,대화,noun
2817,imply,암시합니다,verb
2818,naturally,당연히,adv
2819,mutual,상호간의,adj
2820,founder,설립자,noun
2821,top,맨 위,prep
2822,advanced,고급의,adj
2823,pride,자부심,noun
2824,dismiss,해고하다,verb
2825,aircraft,항공기,noun
2826,delivery,배달,noun
2827,mainly,주로,adv
2828,bake,빵 굽기,verb
2829,freeze,얼다,verb
2830,platform,플랫폼,noun
2831,finance,재원,noun
2832,sink,싱크대,verb
2833,attractive,매력적인,adj
2834,respect,존경,verb
2835,diverse,다양한,adj
2836,relevant,관련 있는,adj
2837,ideal,이상적인,adj
2838,joy,기쁨,noun
2839,worth,가치,noun
2840,regularly,정기적으로,adv
2841,working,일하고 있는,adj
2842,singer,가수,noun
2843,evolve,진화합니다,verb
2844,shooting,촬영,noun
2845,partly,부분적으로,adv
2846,unknown,알려지지 않은,adj
2847,assistant,어시스턴트,adj
2848,offense,위반,noun
2849,counter,카운터,noun
2850,DNA,DNA,noun
2851,smell,냄새,noun
2852,potentially,잠재적으로,adv
2853,transfer,옮기다,noun
2854,thirty,서른,m
2855,justify,신이 옳다고 하다,verb
2856,protest,항의,noun
2857,crash,크래시,noun
2858,craft,선박,noun
2859,treaty,조약,noun
2860,terrorist,테러리스트,noun
2861,insight,통찰력,noun
2862,possess,붙잡다,verb
2863,politically,정치상,adv
2864,tap,수도꼭지,verb
2865,lie,거짓말하다,noun
2866,extensive,광범위합니다,adj
2867,episode,삽화,noun
2868,double,더블,verb
2869,swim,수영,verb
2870,tire,타이어,verb
2871,fault,잘못,noun
2872,loose,헐렁한,adj
2873,free,무료,verb
2874,shortly,곧,adv
2875,originally,원래,adv
2876,considerable,많은,adj
2877,prior,이전의,prep
2878,intellectual,지적인,adj
2879,mix,혼합,noun
2880,assault,폭행,noun
2881,relax,안심하다,verb
2882,stair,계단,noun
2883,adventure,모험,noun
2884,external,외부,adj
2885,proof,증거,noun
2886,confident,자신감,adj
2887,headquarters,본부,noun
2888,sudden,갑자기,adj
2889,dirty,더러운,adj
2890,violation,위반,noun
2891,tongue,혀,noun
2892,license,특허,noun
2893,hold,잡고 있다,noun
2894,shelter,대피소,noun
2895,rub,장애,verb
2896,controversy,논쟁,noun
2897,entrance,입구,noun
2898,favorite,가장 좋아하는,noun
2899,practice,관행,verb
2900,properly,제대로,adv
2901,fade,바래다,verb
2902,defensive,방어 적,adj
2903,tragedy,비극,noun
2904,net,그물,noun
2905,characterize,특성화,verb
2906,funeral,장례식,noun
2907,profession,직업,noun
2908,alter,바꾸다,verb
2909,spot,점,verb
2910,constitute,구성하다,verb
2911,establishment,설립,noun
2912,squeeze,짜내다,verb
2913,imagination,상상력,noun
2914,target,표적,verb
2915,mask,마스크,noun
2916,convert,전환하다,verb
2917,comprehensive,포괄적인,adj
2918,prominent,중요한,adj
2919,presentation,프레젠테이션,noun
2920,regardless,~에 관계없이,adv
2921,easy,쉬운,adv
2922,load,짐,verb
2923,stable,안정적인,adj
2924,introduction,소개,noun
2925,appeal,항소,verb
2926,pretend,~인 척하다,verb
2927,not,~ 아니다,conj
2928,elderly,연세가 드신,adj
2929,representation,대표,noun
2930,deer,사슴,noun
2931,split,나뉘다,verb
2932,violate,위반,verb
2933,partnership,협력 관계,noun
2934,pollution,오염,noun
2935,emission,방사,noun
2936,steady,꾸준한,adj
2937,vital,필수적인,adj
2938,neither,어느 것도 아니다,det
2939,fate,운명,noun
2940,earnings,수입,noun
2941,oven,오븐,noun
2942,distinction,구별,noun
2943,segment,분절,noun
2944,nowhere,아무데도 없습니다,adv
2945,poet,시인,noun
2946,mere,단지,adj
2947,exciting,신나는,adj
2948,variation,변화,noun
2949,comfort,편안,noun
2950,radical,근본적인,adj
2951,stress,스트레스,verb
2952,adapt,적응하다,verb
2953,Irish,아일랜드의,adj
2954,honey,꿀,noun
2955,correspondent,거래처,noun
2956,pale,창백한,adj
2957,musician,음악가,noun
2958,significance,중요성,noun
2959,load,짐,noun
2960,round,둥근,adj
2961,vessel,선박,noun
2962,storage,저장,noun
2963,flee,서두르다,verb
2964,mm-hmm,MM-흠,u
2965,leather,가죽,noun
2966,distribute,분배하다,verb
2967,evolution,진화,noun
2968,ill,아픈,adj
2969,tribe,부족,noun
2970,shelf,선반,noun
2971,can,~할 수 있다,noun
2972,grandfather,할아버지,noun
2973,lawn,잔디,noun
2974,buyer,사는 사람,noun
2975,dining,식사,noun
2976,wisdom,지혜,noun
2977,council,이사회,noun
2978,vulnerable,취약한,adj
2979,instance,사례,noun
2980,garlic,마늘,noun
2981,capability,능력,noun
2982,poetry,시,noun
2983,celebrity,유명 인사,noun
2984,gradually,서서히,adv
2985,stability,안정,noun
2986,doubt,의심,verb
2987,fantasy,공상,noun
2988,scared,무서운,adj
2989,guide,가이드,verb
2990,plot,구성,noun
2991,framework,뼈대,noun
2992,gesture,몸짓,noun
2993,depending,에 따라,prep
2994,ongoing,전진,adj
2995,psychology,심리학,noun
2996,since,~부터,adv
2997,counselor,참사관,noun
2998,witness,증인,verb
2999,chapter,장,noun
3000,fellow,사람,noun
3001,divorce,이혼,noun
3002,owe,빚지다,verb
3003,pipe,파이프,noun
3004,athletic,운동,adj
3005,slight,근소한,adj
3006,math,수학,noun
3007,shade,그늘,noun
3008,tail,꼬리,noun
3009,sustain,지속시키다,verb
3010,mount,산,verb
3011,obligation,의무,noun
3012,angle,각도,noun
3013,palm,손바닥,noun
3014,differ,다르다,verb
3015,custom,커스텀,noun
3016,store,가게,verb
3017,economist,경제학자,noun
3018,fifteen,열 다섯,m
3019,soup,수프,noun
3020,celebration,축하,noun
3021,efficient,효율적인,adj
3022,damage,손상,verb
3023,composition,구성,noun
3024,satisfy,풀다,verb
3025,pile,말뚝,noun
3026,briefly,간단히,adv
3027,carbon,탄소,noun
3028,closer,더 가깝습니다,adj
3029,consume,소비하다,verb
3030,scheme,계획,noun
3031,crack,금이 가다,noun
3032,frequency,빈도,noun
3033,tobacco,담배,noun
3034,survivor,살아남은 사람,noun
3035,besides,뿐만 아니라,adv
3036,in,안에,conj
3037,psychologist,심리학자,noun
3038,wealthy,풍부한,adj
3039,galaxy,은하,noun
3040,given,주어진,adj
3041,fund,축적,verb
3042,ski,스키,noun
3043,limitation,한정,noun
3044,OK,확인,adj
3045,trace,추적하다,verb
3046,appointment,약속,noun
3047,preference,선호,noun
3048,meter,미터,noun
3049,explosion,폭발,noun
3050,arrest,체포,noun
3051,publicly,공개적으로,adv
3052,incredible,믿을 수 없는,adj
3053,fighter,전투기,noun
3054,rapid,빠른,adj
3055,admission,가입,noun
3056,hunter,사냥꾼,noun
3057,educate,기르다,verb
3058,painful,괴로운,adj
3059,friendship,우정,noun
3060,aide,보좌관,noun
3061,infant,유아,noun
3062,calculate,계산하다,verb
3063,fifty,오십,m
3064,rid,제거하다,verb
3065,porch,현관,noun
3066,tendency,성향,noun
3067,uniform,제복,noun
3068,formation,형성,noun
3069,scholarship,장학금,noun
3070,reservation,예약,noun
3071,efficiency,능률,noun
3072,waste,쓰레기,verb
3073,qualify,자격을 갖추십시오,verb
3074,mall,쇼핑 센터,noun
3075,derive,파생,verb
3076,scandal,스캔들,noun
3077,PC,PC,noun
3078,helpful,도움이 되는,adj
3079,impress,감탄시키다,verb
3080,heel,힐,noun
3081,resemble,닮다,verb
3082,privacy,은둔,noun
3083,fabric,구조,noun
3084,surprise,놀라다,verb
3085,contest,대회,noun
3086,proportion,비율,noun
3087,guideline,지침,noun
3088,rifle,소총,noun
3089,maintenance,유지,noun
3090,conviction,확신,noun
3091,trick,장난,noun
3092,organic,본질적인,adj
3093,tent,텐트,noun
3094,examination,시험,noun
3095,publisher,발행자,noun
3096,strengthen,강하게 하다,verb
3097,French,프랑스 국민,noun
3098,proposed,제안,adj
3099,myth,신화,noun
3100,sophisticated,정교한,adj
3101,cow,암소,noun
3102,etc,등,adv
3103,standing,서 있는,noun
3104,asleep,죽어,adj
3105,tennis,테니스,noun
3106,nerve,신경 이상,noun
3107,barrel,통,noun
3108,bombing,폭격,noun
3109,membership,멤버십,noun
3110,ratio,비율,noun
3111,menu,메뉴,noun
3112,purchase,구입,noun
3113,controversial,논란이 많은,adj
3114,desperate,자포자기한,adj
3115,rate,비율,verb
3116,lifestyle,생활 양식,noun
3117,humor,기분,noun
3118,loud,시끄러운,adj
3119,glove,장갑,noun
3120,suspect,의심하다,noun
3121,sufficient,충분한,adj
3122,narrative,이야기,noun
3123,photographer,사진 작가,noun
3124,helicopter,헬리콥터,noun
3125,Catholic,가톨릭,noun
3126,modest,보통의,adj
3127,provider,공급자,noun
3128,delay,지연,noun
3129,agricultural,농업,adj
3130,explode,터지다,verb
3131,stroke,뇌졸중,noun
3132,scope,범위,noun
3133,punishment,처벌,noun
3134,handful,줌,noun
3135,badly,심하게,adv
3136,horizon,수평선,noun
3137,curious,궁금한,adj
3138,downtown,도심,adj
3139,girlfriend,여자 친구,noun
3140,prompt,즉각적인,verb
3141,request,요구,verb
3142,cholesterol,콜레스테롤,noun
3143,absorb,흡수하다,verb
3144,adjustment,조정,noun
3145,taxpayer,납세자,noun
3146,eager,열렬한,adj
3147,principal,주요한,noun
3148,detailed,상세한,adj
3149,motivation,동기 부여,noun
3150,assignment,과제,noun
3151,restriction,제한,noun
3152,across,가로질러,adv
3153,Palestinian,팔레스타인 사람,noun
3154,laboratory,실혐실,noun
3155,workshop,작업장,noun
3156,differently,다르게,adv
3157,auto,자동,noun
3158,romantic,로맨틱,adj
3159,cotton,면,noun
3160,motor,모터,noun
3161,sue,고소하다,verb
3162,flavor,맛,noun
3163,overlook,간과하십시오,verb
3164,float,뜨다,verb
3165,undergo,받다,verb
3166,sequence,순서,noun
3167,demonstration,데모,noun
3168,jet,제트기,noun
3169,orange,주황색,adj
3170,consumption,소비,noun
3171,assert,주장하다,verb
3172,blade,잎,noun
3173,temporary,일시적인,adj
3174,medication,약물,noun
3175,print,인쇄,verb
3176,cabin,선실,noun
3177,bite,깨물다,verb
3178,relative,상대적인,adj
3179,edition,판,noun
3180,valley,골짜기,noun
3181,yours,당신 것,pron
3182,pitch,정점,noun
3183,pine,소나무,noun
3184,brilliant,훌륭한,adj
3185,versus,~ 대,prep
3186,manufacturing,조작,noun
3187,risk,위험,verb
3188,Christian,신자,noun
3189,complex,복잡한,noun
3190,absolute,순수한,adj
3191,chef,요리사,noun
3192,discrimination,차별,noun
3193,offensive,공격,adj
3194,German,독일 사람,noun
3195,suit,정장,verb
3196,boom,팔,noun
3197,register,등록하다,verb
3198,appoint,정하다,verb
3199,heritage,유산,noun
3200,God,하나님,noun
3201,terrorist,테러리스트,adj
3202,dominant,우성,adj
3203,successfully,성공적으로,adv
3204,shit,똥,noun
3205,lemon,레몬,noun
3206,hungry,굶주린,adj
3207,sense,감각,verb
3208,dry,마른,verb
3209,wander,떠돌다,verb
3210,submit,제출하다,verb
3211,economics,경제학,noun
3212,naked,적나라한,adj
3213,anticipate,예상하다,verb
3214,nut,너트,noun
3215,legacy,유산,noun
3216,extension,확대,noun
3217,shrug,어깨를 으쓱하다,verb
3218,fly,파리,noun
3219,battery,배터리,noun
3220,arrival,도착,noun
3221,legitimate,정당한,adj
3222,orientation,정위,noun
3223,inflation,인플레이션,noun
3224,cope,코프,verb
3225,flame,불꽃,noun
3226,cluster,무리,noun
3227,host,주최자,verb
3228,wound,상처,noun
3229,dependent,매달린,adj
3230,shower,샤워,noun
3231,institutional,제도적,adj
3232,depict,설명,verb
3233,operating,운영,noun
3234,flesh,육체,noun
3235,garage,차고,noun
3236,operator,운영자,noun
3237,instructor,강사,noun
3238,collapse,무너지다,verb
3239,borrow,빌리다,verb
3240,furthermore,뿐만 아니라,adv
3241,comedy,코메디,noun
3242,mortgage,저당,noun
3243,sanction,제재,noun
3244,civilian,일반 민간인,adj
3245,twelve,열 두번째,m
3246,weekly,주간,adj
3247,habitat,서식지,noun
3248,grain,곡물,noun
3249,brush,브러시,verb
3250,consciousness,의식,noun
3251,devote,바치다,verb
3252,crack,금이 가다,verb
3253,measurement,측정,noun
3254,province,주,noun
3255,ease,쉬움,verb
3256,seize,잡다,verb
3257,ethics,윤리학,noun
3258,nomination,지명,noun
3259,permission,허가,noun
3260,wise,지혜로운,adj
3261,actress,여배우,noun
3262,summit,정상 회담,noun
3263,acid,산,noun
3264,odds,승산,noun
3265,gifted,재능,adj
3266,frustration,좌절,noun
3267,medium,중간,noun
3268,function,기능,verb
3269,physically,육체적으로,adv
3270,grant,승인하다,noun
3271,distinguish,구별하다,verb
3272,shore,지주,noun
3273,repeatedly,자꾸,adv
3274,lung,폐,noun
3275,firm,단단한,adj
3276,running,달리기,adj
3277,correct,옳은,verb
3278,distinct,별개의,adj
3279,artistic,예술적,adj
